Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,FG%,Dist.,2P,0-3,10-Mar,16-Oct,16-3P,3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,3P%,Att.,Md.,-9999,FG,FGA,3PA,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Offensive Archetype,Defensive Role
172.0,Collin Sexton,27.0,2TM,SG,54.0,15.0,1239.0,17.1,0.62,0.383,0.345,2.3,7.2,4.8,23.2,2.0,0.6,15.4,25.6,2.0,1.0,3.0,0.115,1.1,-0.6,0.6,0.8,,sextoco01,0.49,14.0,0.617,0.248,0.235,0.078,0.056,0.383,0.551,0.686,0.469,0.512,0.355,0.392,0.378,0.783,0.0,0.0,0.189,0.45,0.0,0.0,sextoco01,5.0,10.2,3.9,6.3,0.551,0.565,3.1,3.5,0.864,0.5,1.5,2.0,3.4,1.0,0.1,2.1,1.9,14.6,Primary Ball Handler,Point of Attack
173.0,Zach LaVine,30.0,SAC,SG,39.0,37.0,1224.0,14.8,0.614,0.464,0.26,0.7,9.4,4.9,11.3,1.1,0.7,10.8,23.7,1.2,0.1,1.3,0.051,0.6,-2.2,-1.6,0.1,,lavinza01,0.479,16.7,0.536,0.157,0.185,0.062,0.132,0.464,0.556,0.767,0.525,0.5,0.375,0.39,0.577,0.768,0.055,28.0,0.197,0.48,0.0,0.0,lavinza01,6.7,14.0,6.5,7.5,0.556,0.569,3.2,3.6,0.88,0.2,2.6,2.8,2.3,0.7,0.3,1.9,2.1,19.2,Shot Creator,Chaser
174.0,Stephen Curry,37.0,GSW,PG,39.0,39.0,1222.0,22.7,0.636,0.602,0.274,1.4,11.1,6.2,27.3,1.7,1.2,11.7,32.7,2.8,1.1,3.9,0.154,6.3,-1.0,5.3,2.3,AS,curryst01,0.468,19.5,0.398,0.114,0.152,0.065,0.067,0.602,0.584,0.706,0.575,0.458,0.52,0.391,0.514,0.703,0.001,0.0,0.067,0.533,0.0,0.0,curryst01,8.9,19.1,11.5,7.6,0.584,0.585,4.9,5.2,0.931,0.4,3.1,3.5,4.8,1.1,0.4,2.8,1.9,27.2,Primary Ball Handler,Low Activity
175.0,Dylan Harper,19.0,SAS,SG,55.0,0.0,1219.0,15.3,0.552,0.268,0.205,3.2,12.5,8.0,24.8,1.8,1.2,12.3,22.0,1.1,1.7,2.8,0.109,-0.5,1.1,0.6,0.8,,harpedy01,0.487,10.4,0.732,0.417,0.176,0.092,0.047,0.268,0.559,0.657,0.433,0.404,0.458,0.292,0.364,0.925,0.043,21.0,0.226,0.355,0.0,0.0,harpedy01,4.5,9.3,2.5,6.8,0.559,0.526,1.4,1.9,0.733,0.7,2.6,3.3,3.8,0.8,0.3,1.4,1.9,11.2,Shot Creator,Point of Attack
176.0,Kevin Huerter,27.0,2TM,SF,55.0,11.0,1218.0,13.1,0.548,0.553,0.132,2.6,14.6,8.7,15.8,1.6,2.3,9.6,19.0,0.6,1.1,1.7,0.069,-1.1,0.1,-0.9,0.3,,huertke01,0.447,16.1,0.447,0.215,0.181,0.038,0.013,0.553,0.629,0.822,0.435,0.611,0.167,0.3,0.682,0.936,0.021,10.0,0.246,0.344,0.0,0.0,huertke01,3.8,8.5,4.7,3.8,0.629,0.53,0.9,1.1,0.758,0.5,3.1,3.6,2.5,0.8,0.6,1.0,1.8,9.9,Movement Shooter,Chaser
177.0,Alex Sarr,20.0,WAS,C,44.0,44.0,1217.0,20.7,0.56,0.217,0.228,8.7,20.5,14.5,15.7,1.4,6.5,9.8,25.6,1.2,0.9,2.1,0.084,1.8,-0.1,1.6,1.1,,sarral01,0.499,10.2,0.783,0.268,0.375,0.1,0.041,0.217,0.542,0.78,0.435,0.393,0.32,0.346,0.673,0.913,0.117,67.0,0.075,0.4,0.0,0.0,sarral01,7.0,13.9,3.0,10.9,0.542,0.537,2.2,3.2,0.693,2.3,5.3,7.6,2.7,0.8,2.0,1.7,2.0,17.2,Shot Creator,Mobile Big
178.0,Aaron Wiggins,27.0,OKC,SG,52.0,18.0,1213.0,12.0,0.539,0.507,0.148,3.3,11.9,7.8,10.8,2.0,2.1,12.2,19.9,-0.3,2.2,1.9,0.074,-1.3,0.7,-0.6,0.4,,wiggiaa01,0.43,15.0,0.493,0.243,0.191,0.046,0.013,0.507,0.511,0.607,0.398,0.476,0.5,0.352,0.578,0.854,0.035,15.0,0.279,0.354,0.0,0.0,wiggiaa01,3.8,8.8,4.5,4.4,0.511,0.52,1.0,1.3,0.735,0.7,2.7,3.3,1.8,1.0,0.5,1.3,1.4,10.2,Movement Shooter,Helper
179.0,Ben Sheppard,24.0,IND,SG,56.0,19.0,1210.0,9.2,0.544,0.614,0.134,3.1,12.5,7.6,11.7,1.3,0.3,9.4,13.8,0.5,0.6,1.1,0.043,-2.8,-0.6,-3.4,-0.5,,sheppbe01,0.418,17.6,0.386,0.175,0.131,0.05,0.03,0.614,0.531,0.661,0.409,0.529,0.3,0.348,0.754,0.986,0.015,5.0,0.362,0.373,0.0,0.0,sheppbe01,2.5,6.0,3.7,2.3,0.531,0.525,0.6,0.8,0.756,0.6,2.4,3.1,1.8,0.6,0.1,0.7,1.8,6.9,Movement Shooter,Chaser
180.0,Javonte Green,32.0,DET,SG,66.0,5.0,1199.0,13.4,0.59,0.576,0.307,5.0,11.9,8.5,4.9,3.5,1.7,9.8,14.8,1.3,2.2,3.5,0.141,-0.9,2.3,1.4,1.0,,greenja02,0.439,16.1,0.424,0.219,0.173,0.015,0.018,0.576,0.538,0.653,0.458,0.0,0.333,0.365,0.782,0.972,0.091,26.0,0.386,0.526,0.0,0.0,greenja02,2.3,5.2,3.0,2.2,0.538,0.544,1.3,1.6,0.819,0.8,2.0,2.8,0.7,1.3,0.3,0.6,1.4,6.9,Stationary Shooter,Helper
181.0,Santi Aldama,25.0,MEM,PF,43.0,11.0,1198.0,16.4,0.572,0.42,0.239,6.0,20.0,12.9,15.5,1.5,2.4,9.5,20.1,1.4,1.2,2.6,0.105,1.3,0.5,1.8,1.2,,aldamsa01,0.479,14.1,0.58,0.206,0.263,0.082,0.029,0.42,0.572,0.714,0.52,0.513,0.214,0.35,0.804,0.986,0.044,21.0,0.245,0.551,0.0,0.0,aldamsa01,5.3,11.1,4.7,6.4,0.572,0.553,1.8,2.7,0.667,1.6,5.1,6.7,2.9,0.9,0.7,1.3,1.6,14.0,Movement Shooter,Helper
182.0,Kevin Porter Jr.,25.0,MIL,PG,36.0,34.0,1198.0,18.3,0.562,0.282,0.296,3.0,14.4,8.8,33.0,3.3,1.3,16.2,24.2,1.2,1.4,2.5,0.102,0.5,1.2,1.8,1.1,,porteke02,0.461,12.9,0.718,0.251,0.208,0.13,0.13,0.282,0.513,0.68,0.406,0.413,0.46,0.328,0.235,0.644,0.066,27.0,0.197,0.296,0.0,0.0,porteke02,6.2,13.5,3.8,9.7,0.513,0.507,3.5,4.0,0.868,0.9,4.3,5.2,7.3,2.3,0.4,2.9,2.3,17.2,Shot Creator,Chaser
183.0,Ryan Kalkbrenner,24.0,CHO,C,54.0,30.0,1197.0,18.4,0.747,0.012,0.404,13.4,16.5,15.0,5.1,1.2,6.2,14.3,11.9,2.9,1.6,4.6,0.183,0.7,1.1,1.9,1.2,,kalkbry01,0.743,2.6,0.988,0.747,0.229,0.004,0.008,0.012,0.752,0.814,0.571,0.0,0.5,0.0,0.72,,0.449,103.0,0.0,,0.0,0.0,kalkbry01,3.4,4.5,0.1,4.5,0.752,0.743,1.2,1.8,0.677,2.6,3.3,5.9,0.8,0.5,1.5,0.9,1.6,8.0,Roll + Cut Big,Anchor Big
184.0,Brook Lopez,37.0,LAC,C,59.0,24.0,1196.0,11.7,0.548,0.615,0.118,2.6,15.0,9.0,8.0,1.5,4.8,9.9,17.3,0.2,1.3,1.5,0.059,-1.6,0.4,-1.2,0.3,,lopezbr01,0.418,19.1,0.385,0.095,0.175,0.095,0.02,0.615,0.519,0.684,0.514,0.447,0.125,0.354,0.6,1.0,0.025,10.0,0.146,0.389,0.0,0.0,lopezbr01,2.8,6.8,4.2,2.6,0.519,0.526,0.7,0.8,0.851,0.4,2.7,3.1,1.1,0.6,1.0,0.8,1.9,7.8,Versatile Big,Mobile Big
185.0,Bilal Coulibaly,21.0,WAS,SG,45.0,45.0,1195.0,12.3,0.519,0.404,0.347,3.3,14.2,8.7,13.7,2.5,3.0,12.4,18.6,0.0,0.7,0.7,0.027,-2.6,-0.2,-2.8,-0.2,,coulibi01,0.409,12.9,0.596,0.298,0.232,0.044,0.022,0.404,0.483,0.678,0.277,0.278,0.444,0.299,0.462,0.898,0.148,49.0,0.366,0.417,0.0,0.0,coulibi01,3.7,9.0,3.6,5.4,0.483,0.469,2.3,3.1,0.745,0.8,3.5,4.4,2.6,1.4,0.9,1.5,2.6,10.8,Secondary Ball Handler,Wing Stopper
186.0,Khris Middleton,34.0,2TM,SF,49.0,44.0,1190.0,12.2,0.547,0.326,0.268,4.0,12.8,8.4,18.3,1.4,0.7,14.5,20.6,0.3,0.4,0.7,0.029,-2.0,-1.4,-3.4,-0.4,,middlkh01,0.438,15.9,0.674,0.092,0.172,0.234,0.176,0.326,0.477,0.683,0.351,0.495,0.468,0.356,0.417,0.827,0.0,0.0,0.295,0.419,0.0,0.0,middlkh01,4.0,9.1,3.0,6.2,0.477,0.496,2.1,2.4,0.867,0.9,2.9,3.8,3.1,0.7,0.2,1.7,2.4,11.2,Shot Creator,Helper
187.0,Luke Kornet,30.0,SAS,C,56.0,23.0,1189.0,18.1,0.69,0.0,0.41,14.5,16.5,15.5,11.3,1.0,4.5,8.5,10.5,3.9,1.8,5.7,0.23,1.6,2.0,3.5,1.7,,kornelu01,0.646,2.1,1.0,0.817,0.153,0.026,0.004,0.0,0.646,0.701,0.4,0.5,0.0,,0.757,,0.319,70.0,,,0.0,0.0,kornelu01,2.6,4.1,0.0,4.1,0.646,0.646,1.4,1.7,0.819,2.8,3.3,6.1,1.8,0.4,1.1,0.4,1.9,6.7,Roll + Cut Big,Anchor Big
188.0,Ajay Mitchell,23.0,OKC,SG,45.0,10.0,1188.0,17.5,0.594,0.299,0.288,2.9,10.9,7.1,20.4,2.5,1.2,11.3,22.3,1.8,2.2,4.0,0.162,0.6,1.6,2.2,1.2,,mitchaj01,0.492,12.0,0.701,0.212,0.344,0.104,0.041,0.299,0.553,0.716,0.476,0.6,0.25,0.347,0.321,0.76,0.008,4.0,0.285,0.415,0.0,0.0,mitchaj01,5.3,10.7,3.2,7.5,0.553,0.544,2.7,3.1,0.871,0.7,2.8,3.4,3.7,1.4,0.3,1.5,2.1,14.3,Primary Ball Handler,Point of Attack
189.0,Jimmy Butler,36.0,GSW,SF,38.0,38.0,1182.0,23.6,0.646,0.184,0.621,8.0,11.6,9.8,24.1,2.2,0.6,9.3,23.2,4.7,1.2,5.9,0.238,5.0,0.5,5.5,2.3,,butleji01,0.519,9.3,0.816,0.342,0.303,0.121,0.05,0.184,0.552,0.741,0.479,0.375,0.13,0.376,0.505,0.719,0.067,30.0,0.435,0.432,0.0,0.0,butleji01,6.3,12.2,2.2,9.9,0.552,0.554,6.5,7.6,0.864,2.3,3.2,5.6,4.9,1.4,0.2,1.6,1.2,20.0,Shot Creator,Wing Stopper
190.0,Josh Okogie,27.0,HOU,SG,63.0,29.0,1177.0,10.0,0.556,0.558,0.227,6.6,9.5,8.0,5.9,2.3,1.0,11.2,11.5,1.0,1.3,2.3,0.094,-2.3,0.9,-1.4,0.2,,okogijo01,0.435,15.2,0.442,0.238,0.173,0.012,0.019,0.558,0.478,0.581,0.378,0.333,0.2,0.4,0.6,1.0,0.112,22.0,0.641,0.366,0.0,0.0,okogijo01,1.8,4.1,2.3,1.8,0.478,0.546,0.5,0.9,0.576,1.1,1.6,2.7,0.9,0.8,0.2,0.6,1.5,5.0,Stationary Shooter,Wing Stopper
191.0,De'Andre Hunter,28.0,2TM,SF,45.0,25.0,1176.0,11.5,0.545,0.491,0.285,2.8,14.5,8.6,10.7,1.2,0.5,11.7,22.8,0.1,1.0,1.2,0.049,-2.4,-1.4,-3.9,-0.6,,huntede01,0.415,17.0,0.509,0.134,0.176,0.136,0.064,0.491,0.522,0.687,0.432,0.5,0.469,0.305,0.662,0.853,0.034,14.0,0.211,0.365,0.0,0.0,huntede01,4.6,11.1,5.5,5.7,0.522,0.49,2.8,3.2,0.867,0.7,3.4,4.1,2.0,0.7,0.1,1.7,2.5,13.7,Movement Shooter,Wing Stopper
192.0,Malik Monk,27.0,SAC,SG,53.0,0.0,1165.0,14.0,0.566,0.492,0.164,1.3,8.7,4.9,18.5,1.3,1.5,11.3,24.2,0.5,0.2,0.7,0.029,0.5,-2.1,-1.6,0.1,,monkma01,0.437,17.0,0.508,0.104,0.222,0.128,0.055,0.492,0.477,0.719,0.402,0.457,0.367,0.396,0.504,0.738,0.053,28.0,0.144,0.359,0.0,0.0,monkma01,4.5,10.4,5.1,5.3,0.477,0.535,1.5,1.7,0.878,0.3,1.7,1.9,2.7,0.6,0.4,1.4,1.6,12.6,Secondary Ball Handler,Low Activity
193.0,Dean Wade,29.0,CLE,PF,52.0,31.0,1165.0,10.9,0.579,0.72,0.156,4.2,16.5,10.4,8.4,1.7,1.8,5.5,9.9,1.5,1.4,2.9,0.118,-0.9,1.3,0.4,0.7,,wadede01,0.432,18.7,0.28,0.214,0.037,0.016,0.012,0.72,0.603,0.615,0.556,0.5,0.667,0.366,0.756,0.984,0.045,9.0,0.366,0.406,0.0,0.0,wadede01,2.0,4.7,3.4,1.3,0.603,0.564,0.5,0.7,0.711,0.9,3.4,4.2,1.5,0.8,0.4,0.3,1.6,5.8,Movement Shooter,Helper
194.0,Gary Trent Jr.,27.0,MIL,SG,55.0,17.0,1161.0,7.7,0.528,0.735,0.115,0.7,4.8,2.8,8.1,1.2,0.3,7.1,16.1,-0.1,0.2,0.1,0.006,-3.3,-2.0,-5.2,-1.0,,trentga02,0.38,21.6,0.265,0.04,0.086,0.064,0.075,0.735,0.455,0.6,0.406,0.458,0.429,0.353,0.578,0.928,0.0,0.0,0.284,0.436,0.0,0.0,trentga02,2.6,6.8,5.0,1.8,0.455,0.509,0.6,0.8,0.791,0.1,0.9,1.0,1.3,0.5,0.1,0.5,1.3,7.5,Movement Shooter,Chaser
195.0,Day'Ron Sharpe,24.0,BRK,C,62.0,7.0,1160.0,20.6,0.638,0.11,0.427,16.4,25.4,20.7,20.9,2.9,2.1,20.0,19.9,2.1,1.4,3.5,0.145,0.6,0.9,1.5,1.0,,sharpda01,0.601,5.2,0.89,0.587,0.292,0.003,0.008,0.11,0.647,0.751,0.462,0.0,0.0,0.231,0.537,1.0,0.163,50.0,0.333,0.385,0.0,0.0,sharpda01,3.5,5.7,0.6,5.1,0.647,0.614,1.7,2.5,0.678,2.8,3.9,6.7,2.3,1.1,0.4,1.7,2.4,8.7,Roll + Cut Big,Mobile Big
196.0,Jose Alvarado,27.0,2TM,PG,57.0,0.0,1160.0,11.6,0.539,0.675,0.098,1.9,11.7,6.8,21.5,2.3,0.5,13.7,16.1,0.8,0.9,1.6,0.068,-1.7,0.2,-1.5,0.1,,alvarjo01,0.409,18.6,0.325,0.133,0.138,0.046,0.008,0.675,0.55,0.714,0.451,0.471,0.0,0.341,0.515,0.741,0.0,0.0,0.273,0.368,0.0,0.0,alvarjo01,2.6,6.5,4.4,2.1,0.55,0.524,0.5,0.6,0.778,0.4,2.2,2.5,3.3,1.0,0.1,1.1,1.9,7.3,Primary Ball Handler,Chaser
197.0,Nicolas Batum,37.0,LAC,PF,63.0,5.0,1157.0,8.1,0.598,0.957,0.052,2.1,13.4,7.9,6.6,1.8,1.7,14.0,9.6,0.4,1.0,1.4,0.06,-1.8,0.7,-1.1,0.3,,batumni01,0.4,24.1,0.043,0.01,0.005,0.01,0.019,0.957,0.444,0.5,0.0,0.5,0.5,0.398,0.75,1.0,0.0,0.0,0.443,0.472,0.0,0.0,batumni01,1.3,3.3,3.2,0.1,0.444,0.59,0.1,0.2,0.818,0.3,2.2,2.5,0.9,0.7,0.3,0.6,1.4,4.1,Stationary Shooter,Helper
198.0,Cody Williams,21.0,UTA,SG,53.0,27.0,1153.0,8.5,0.524,0.295,0.199,4.6,9.1,6.8,8.4,1.4,2.0,11.8,13.4,0.0,0.1,0.1,0.004,-3.6,-1.7,-5.4,-1.0,,willico04,0.47,10.2,0.705,0.298,0.348,0.033,0.026,0.295,0.573,0.711,0.505,0.4,0.125,0.225,0.762,1.0,0.195,48.0,0.697,0.274,0.0,0.0,willico04,2.7,5.7,1.7,4.0,0.573,0.503,0.8,1.1,0.667,0.9,1.8,2.7,1.4,0.7,0.4,0.8,1.8,6.5,Stationary Shooter,Point of Attack
199.0,Tari Eason,24.0,HOU,PF,44.0,30.0,1152.0,13.3,0.527,0.463,0.093,8.4,18.1,13.3,8.6,2.4,1.8,12.6,18.6,0.5,1.7,2.3,0.094,-1.3,0.5,-0.9,0.3,,easonta01,0.428,14.6,0.537,0.22,0.194,0.086,0.037,0.463,0.465,0.649,0.422,0.216,0.188,0.384,0.449,0.987,0.051,19.0,0.48,0.484,1.0,1.0,easonta01,4.2,9.7,4.5,5.2,0.465,0.516,0.6,0.9,0.7,2.0,4.3,6.3,1.6,1.3,0.5,1.5,2.4,10.7,Stationary Shooter,Wing Stopper
200.0,Ryan Dunn,23.0,PHO,SF,59.0,14.0,1145.0,10.9,0.514,0.468,0.13,7.8,15.5,11.6,9.9,2.1,2.0,12.6,13.8,0.4,1.5,1.9,0.08,-2.5,0.9,-1.6,0.1,,dunnry01,0.435,13.3,0.532,0.321,0.172,0.029,0.01,0.468,0.53,0.646,0.358,0.333,0.333,0.326,0.644,1.0,0.123,30.0,0.674,0.34,0.0,0.0,dunnry01,2.3,5.2,2.4,2.8,0.53,0.511,0.3,0.7,0.5,1.4,2.6,4.1,1.4,0.8,0.4,0.8,2.1,5.7,Stationary Shooter,Wing Stopper
201.0,Kobe Sanders,23.0,LAC,SG,55.0,16.0,1140.0,8.8,0.581,0.492,0.172,2.9,10.7,6.9,11.1,1.4,0.6,17.6,15.7,0.0,0.7,0.7,0.031,-3.1,-0.7,-3.8,-0.5,,sandeko01,0.456,16.7,0.508,0.152,0.152,0.126,0.078,0.492,0.51,0.787,0.426,0.359,0.375,0.401,0.55,0.967,0.058,18.0,0.309,0.468,0.0,0.0,sandeko01,2.6,5.6,2.8,2.9,0.51,0.555,0.8,1.0,0.811,0.5,2.0,2.5,1.6,0.6,0.1,1.3,2.1,7.0,Movement Shooter,Point of Attack
202.0,Aaron Nesmith,26.0,IND,SF,38.0,35.0,1128.0,10.3,0.522,0.537,0.227,4.1,12.2,8.0,10.2,1.0,1.6,9.5,19.7,-0.2,0.6,0.4,0.019,-2.3,-1.4,-3.6,-0.5,,nesmiaa01,0.387,17.2,0.463,0.148,0.164,0.093,0.058,0.537,0.43,0.5,0.423,0.475,0.2,0.349,0.802,0.963,0.03,7.0,0.263,0.361,0.0,0.0,nesmiaa01,4.4,11.4,6.1,5.3,0.43,0.48,2.1,2.6,0.827,1.2,3.2,4.4,2.1,0.6,0.6,1.3,2.7,13.1,Off Screen Shooter,Chaser
203.0,Svi Mykhailiuk,28.0,UTA,SF,48.0,41.0,1123.0,11.2,0.623,0.652,0.083,3.2,8.3,5.7,11.2,1.0,0.3,10.0,14.4,1.3,-0.2,1.1,0.047,0.0,-2.0,-1.9,0.0,,mykhasv01,0.478,18.1,0.348,0.13,0.159,0.038,0.021,0.652,0.619,0.705,0.574,0.538,0.571,0.403,0.658,0.921,0.024,5.0,0.407,0.467,0.0,0.0,mykhasv01,3.4,7.1,4.6,2.5,0.619,0.609,0.5,0.6,0.893,0.7,1.8,2.5,1.9,0.5,0.1,0.8,1.3,9.1,Movement Shooter,Wing Stopper
204.0,Justin Champagnie,24.0,WAS,SF,58.0,15.0,1117.0,17.6,0.596,0.36,0.23,11.8,19.0,15.4,8.3,2.1,2.9,8.7,16.3,2.0,0.7,2.8,0.119,0.8,-0.9,-0.1,0.5,,champju01,0.51,10.9,0.64,0.421,0.202,0.017,0.0,0.36,0.615,0.75,0.37,0.167,,0.323,0.535,0.929,0.114,35.0,0.346,0.289,0.0,0.0,champju01,3.2,6.2,2.2,4.0,0.615,0.568,1.1,1.4,0.771,2.2,3.4,5.6,1.1,0.8,0.6,0.7,1.6,8.2,Movement Shooter,Helper
205.0,Keon Ellis,26.0,2TM,SG,58.0,6.0,1117.0,10.9,0.575,0.688,0.164,2.4,7.5,4.9,5.8,3.0,3.4,8.7,13.0,0.6,1.0,1.6,0.067,-1.7,1.7,0.0,0.6,,elliske01,0.432,19.8,0.312,0.106,0.096,0.082,0.027,0.688,0.549,0.871,0.536,0.292,0.125,0.378,0.7,0.961,0.048,13.0,0.303,0.393,0.0,0.0,elliske01,2.2,5.0,3.5,1.6,0.549,0.562,0.6,0.8,0.667,0.4,1.3,1.7,0.8,1.2,0.7,0.5,1.8,6.2,Movement Shooter,Point of Attack
206.0,Jalen Suggs,24.0,ORL,PG,42.0,41.0,1116.0,17.1,0.571,0.54,0.218,2.7,13.0,7.8,30.2,3.5,2.6,17.1,23.8,0.6,1.9,2.5,0.105,1.1,2.2,3.3,1.5,,suggsja01,0.443,17.4,0.46,0.167,0.136,0.106,0.051,0.54,0.571,0.709,0.547,0.42,0.5,0.333,0.379,0.812,0.032,12.0,0.169,0.326,0.0,0.0,suggsja01,5.0,11.2,6.1,5.2,0.571,0.533,2.1,2.5,0.854,0.6,3.1,3.7,5.3,1.9,0.8,2.5,2.7,14.1,Primary Ball Handler,Point of Attack
207.0,Patrick Williams,24.0,CHI,PF,57.0,4.0,1114.0,8.6,0.504,0.561,0.142,4.1,11.6,7.9,9.3,1.5,1.6,12.8,16.9,-0.7,0.7,0.0,0.002,-3.0,-1.2,-4.2,-0.6,,willipa01,0.381,16.9,0.439,0.185,0.191,0.049,0.014,0.561,0.398,0.515,0.271,0.444,0.4,0.369,0.391,0.908,0.03,6.0,0.184,0.395,0.0,0.0,willipa01,2.5,6.4,3.6,2.8,0.398,0.485,0.6,0.9,0.712,0.7,2.2,2.9,1.4,0.6,0.4,1.0,1.3,6.9,Stationary Shooter,Wing Stopper
208.0,Will Richard,23.0,GSW,SG,56.0,17.0,1104.0,12.0,0.599,0.604,0.171,5.7,8.8,7.2,9.9,3.0,0.6,12.3,14.0,1.1,1.2,2.3,0.1,-2.2,1.0,-1.1,0.2,,richawi02,0.47,16.9,0.396,0.225,0.114,0.034,0.023,0.604,0.669,0.836,0.471,0.2,0.714,0.339,0.646,0.967,0.04,12.0,0.433,0.372,0.0,0.0,richawi02,2.5,5.3,3.2,2.1,0.669,0.572,0.8,0.9,0.843,1.0,1.6,2.6,1.4,1.2,0.1,0.8,1.9,6.9,Movement Shooter,Point of Attack
209.0,Jrue Holiday,35.0,POR,PG,38.0,36.0,1102.0,17.8,0.59,0.488,0.159,5.0,11.7,8.3,34.4,1.9,0.4,16.9,23.8,1.8,0.9,2.7,0.117,3.1,-0.8,2.4,1.2,,holidjr01,0.472,16.1,0.512,0.151,0.219,0.104,0.038,0.488,0.553,0.737,0.5,0.385,0.579,0.388,0.317,0.505,0.006,3.0,0.135,0.424,0.0,0.0,holidjr01,6.2,13.2,6.4,6.8,0.553,0.567,1.7,2.1,0.813,1.4,3.1,4.4,6.3,1.2,0.1,2.9,1.6,16.7,Shot Creator,Chaser
210.0,Dru Smith,28.0,MIA,SG,64.0,1.0,1092.0,14.6,0.535,0.399,0.325,5.3,10.4,7.8,19.8,4.2,1.6,13.2,15.2,1.1,2.0,3.1,0.137,-1.4,3.9,2.5,1.2,,smithdr01,0.415,12.9,0.601,0.254,0.293,0.048,0.006,0.399,0.487,0.57,0.418,0.467,0.5,0.306,0.451,0.921,0.0,0.0,0.371,0.326,0.0,0.0,smithdr01,2.0,4.9,1.9,2.9,0.487,0.476,1.3,1.6,0.832,0.9,1.7,2.6,2.7,1.5,0.3,0.8,1.6,5.9,Shot Creator,Point of Attack
212.0,Kentavious Caldwell-Pope,32.0,MEM,SG,51.0,14.0,1088.0,11.0,0.533,0.475,0.219,2.0,10.5,6.2,17.5,1.9,0.7,13.2,17.6,0.3,0.8,1.0,0.045,-2.3,-0.2,-2.4,-0.1,,caldwke01,0.41,17.5,0.525,0.101,0.161,0.09,0.172,0.475,0.495,0.649,0.475,0.455,0.444,0.316,0.726,0.873,0.016,4.0,0.155,0.333,0.0,0.0,caldwke01,2.9,7.2,3.4,3.8,0.495,0.485,1.4,1.6,0.913,0.4,2.1,2.5,2.7,0.8,0.2,1.2,1.1,8.4,Secondary Ball Handler,Chaser
213.0,Sam Merrill,29.0,CLE,SG,42.0,30.0,1086.0,13.7,0.663,0.794,0.132,2.6,7.4,5.0,12.1,1.1,0.4,8.2,16.9,2.3,0.7,3.0,0.134,1.4,-1.0,0.4,0.7,,merrisa01,0.47,21.9,0.206,0.082,0.042,0.045,0.037,0.794,0.564,0.871,0.5,0.294,0.286,0.445,0.841,0.94,0.0,0.0,0.166,0.56,0.0,0.0,merrisa01,4.2,9.0,7.2,1.9,0.564,0.646,1.0,1.2,0.84,0.6,1.7,2.4,2.3,0.6,0.1,0.9,2.5,12.7,Movement Shooter,Chaser
214.0,Quinten Post,25.0,GSW,PF,63.0,33.0,1084.0,12.9,0.555,0.631,0.1,6.4,19.7,12.9,11.7,1.2,2.5,10.6,18.8,0.6,1.2,1.8,0.081,-1.1,-0.1,-1.2,0.2,,postqu01,0.434,17.9,0.369,0.138,0.172,0.032,0.027,0.631,0.612,0.789,0.507,0.462,0.545,0.331,0.688,0.988,0.044,18.0,0.312,0.296,0.0,0.0,postqu01,2.8,6.5,4.1,2.4,0.612,0.539,0.5,0.7,0.805,1.0,3.0,4.1,1.4,0.4,0.5,0.8,1.9,7.6,Stretch Big,Mobile Big
215.0,Jusuf Nurkić,31.0,UTA,C,41.0,36.0,1083.0,16.6,0.548,0.198,0.316,10.5,32.6,21.4,25.8,2.3,2.0,19.9,19.4,0.5,1.1,1.6,0.071,-0.4,1.5,1.1,0.9,,nurkiju01,0.503,9.1,0.802,0.263,0.472,0.061,0.006,0.198,0.54,0.574,0.515,0.591,0.5,0.352,0.71,1.0,0.028,8.0,0.042,0.667,0.0,0.0,nurkiju01,4.4,8.7,1.7,7.0,0.54,0.538,1.5,2.8,0.549,2.6,7.8,10.4,4.8,1.3,0.5,2.5,3.3,10.9,Roll + Cut Big,Mobile Big
216.0,Will Riley,19.0,WAS,SF,57.0,6.0,1082.0,11.7,0.543,0.396,0.284,4.5,9.8,7.1,11.8,1.6,0.5,12.1,19.4,0.2,0.0,0.3,0.013,-2.1,-2.4,-4.5,-0.7,,rileywi01,0.434,14.6,0.604,0.19,0.256,0.107,0.051,0.396,0.504,0.747,0.446,0.405,0.1,0.327,0.483,0.804,0.053,20.0,0.179,0.286,0.0,0.0,rileywi01,3.0,6.9,2.7,4.2,0.504,0.499,1.5,2.0,0.786,0.8,1.7,2.5,1.6,0.6,0.1,1.1,1.1,8.4,Secondary Ball Handler,Low Activity
