Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
209,Corey Kispert,26,ATL,SF,26,7,20.5,3.5,7.7,.448,1.5,4.4,.348,1.9,3.3,.581,.547,1.4,1.6,.881,0.5,2.0,2.5,1.8,0.2,0.2,0.9,1.0,9.9,,kispeco01
210,Tristan Da Silva,24,ORL,SF,60,23,24.1,3.6,7.9,.451,1.7,4.2,.393,1.9,3.7,.516,.555,0.8,0.9,.868,0.8,3.0,3.7,1.5,0.9,0.4,0.8,1.5,9.6,,dasiltr01
211,Jordan Miller,26,LAC,SF,45,0,21.2,3.3,6.3,.516,0.6,1.8,.329,2.7,4.5,.591,.563,2.3,2.9,.795,0.8,2.1,2.9,2.1,0.7,0.2,1.1,1.0,9.5,,millejo02
212,Blake Hinson,26,UTA,SF,8,1,20.9,3.4,7.0,.482,2.4,5.3,.452,1.0,1.8,.571,.652,0.3,0.5,.500,0.9,1.5,2.4,0.8,0.0,0.1,0.3,2.0,9.4,,hinsobl01
213,Jay Huff,27,IND,C,67,41,20.7,3.5,7.4,.468,1.4,4.6,.311,2.0,2.8,.727,.565,1.0,1.2,.819,0.9,3.0,3.9,1.3,0.5,1.9,0.9,2.4,9.4,,huffja01
214,Marcus Smart,31,LAL,SG,55,48,28.4,3.1,7.7,.399,1.6,4.7,.336,1.5,3.1,.494,.500,1.7,2.1,.807,0.6,2.2,2.8,2.8,1.3,0.4,1.5,2.6,9.4,,smartma01
215,Sam Hauser,28,BOS,PF,63,35,24.7,3.2,7.9,.410,2.6,6.7,.389,0.6,1.2,.526,.574,0.2,0.2,.929,0.7,3.2,3.9,1.5,0.6,0.3,0.5,1.4,9.3,,hausesa01
216,T.J. McConnell,33,IND,PG,48,1,16.9,4.3,8.2,.531,0.3,0.9,.310,4.1,7.3,.557,.547,0.4,0.5,.864,0.4,1.8,2.2,4.7,1.0,0.2,1.2,1.2,9.3,,mccontj01
217,Micah Potter,27,IND,C,34,3,19.0,3.0,6.0,.495,1.4,3.5,.400,1.6,2.5,.631,.613,1.8,2.1,.886,1.2,3.4,4.6,1.4,0.4,0.4,0.9,1.8,9.2,,pottemi01
218,Cam Whitmore,21,WAS,SF,21,0,16.9,3.7,8.0,.456,0.8,2.7,.286,2.9,5.4,.540,.503,1.1,1.5,.742,0.9,1.9,2.8,0.7,0.7,0.4,0.9,1.2,9.2,,whitmca01
219,Svi Mykhailiuk,28,UTA,SF,48,41,23.4,3.4,7.1,.478,1.9,4.6,.403,1.5,2.5,.619,.609,0.5,0.6,.893,0.7,1.8,2.5,1.9,0.5,0.1,0.8,1.3,9.1,,mykhasv01
220,Daniel Gafford,27,DAL,C,48,38,21.7,3.6,5.5,.647,0.0,0.0,,3.6,5.5,.647,.647,1.8,2.5,.725,2.4,4.5,6.8,1.0,0.8,1.3,1.3,2.6,9.0,,gaffoda01
221,Herbert Jones,27,NOP,SF,45,45,29.0,3.3,8.7,.382,1.4,4.6,.293,2.0,4.0,.484,.460,1.0,1.2,.800,0.9,2.7,3.6,2.8,1.7,0.4,1.3,3.2,9.0,,joneshe01
222,Isaac Okoro,25,CHI,SG,55,55,26.9,3.2,7.2,.449,1.1,3.5,.326,2.1,3.7,.563,.528,1.4,1.8,.796,1.1,1.6,2.7,1.6,0.7,0.4,0.7,2.5,9.0,,okorois01
223,Jordan Clarkson,33,NYK,SG,58,1,17.9,3.3,7.5,.439,1.2,3.5,.337,2.1,4.1,.528,.517,1.1,1.4,.800,0.8,0.9,1.7,1.3,0.4,0.2,1.0,1.8,8.9,,clarkjo01
224,Davion Mitchell,27,MIA,PG,56,56,28.3,3.5,7.3,.479,1.2,3.0,.416,2.3,4.4,.522,.563,0.7,1.0,.673,0.4,2.3,2.7,6.7,1.1,0.2,1.5,2.7,8.9,,mitchda01
225,Javon Small,23,MEM,PG,32,5,19.0,2.9,6.5,.445,1.3,3.1,.424,1.6,3.4,.464,.545,1.8,2.1,.838,0.8,2.2,3.0,3.8,0.8,0.3,1.2,1.4,8.9,,smallja01
226,Danny Wolf,21,BRK,PF,52,10,20.7,3.1,7.7,.407,1.2,3.7,.321,1.9,3.9,.488,.485,1.5,1.9,.768,1.0,3.8,4.8,2.3,0.5,0.6,1.2,2.2,8.9,,wolfda01
227,Jordan Goodwin,27,PHO,PG,57,4,22.0,3.4,8.1,.413,1.5,4.3,.359,1.8,3.8,.475,.509,0.6,0.8,.727,1.9,2.8,4.6,2.2,1.4,0.2,0.9,1.9,8.8,,goodwjo01
228,Jake LaRavia,24,LAL,PF,66,33,25.5,3.1,6.8,.455,1.0,3.3,.316,2.1,3.6,.581,.530,1.5,2.0,.761,1.5,2.5,3.9,1.9,1.2,0.4,1.0,2.3,8.8,,laravja01
229,Precious Achiuwa,26,SAC,C,59,43,22.3,3.8,7.2,.525,0.4,1.2,.314,3.4,6.0,.567,.551,0.8,1.5,.562,2.1,4.0,6.1,1.3,0.9,0.6,0.7,1.7,8.7,,achiupr01
230,Quenton Jackson,27,IND,PG,35,10,17.4,2.9,6.2,.461,0.9,2.5,.372,1.9,3.7,.519,.535,2.0,2.5,.816,0.6,1.6,2.2,2.3,0.6,0.2,1.1,1.7,8.7,,jacksqu01
231,Day'Ron Sharpe,24,BRK,C,62,7,18.7,3.5,5.7,.601,0.1,0.6,.231,3.3,5.1,.647,.614,1.7,2.5,.678,2.8,3.9,6.7,2.3,1.1,0.4,1.7,2.4,8.7,,sharpda01
232,Cason Wallace,22,OKC,SG,64,54,27.3,3.4,7.9,.426,1.3,3.9,.339,2.0,4.0,.510,.509,0.7,0.9,.786,0.8,2.3,3.1,2.7,2.0,0.3,1.0,2.1,8.7,,wallaca01
233,Vít Krejčí,25,2TM,PG,63,8,21.8,3.0,6.7,.448,2.0,5.1,.388,1.0,1.6,.643,.596,0.6,0.8,.745,0.5,1.8,2.3,1.6,0.7,0.3,0.6,2.2,8.6,,krejcvi01
233,Vít Krejčí,25,ATL,PG,46,8,22.3,3.1,6.7,.464,2.2,5.2,.423,0.9,1.5,.609,.628,0.6,0.8,.750,0.4,1.7,2.1,1.5,0.8,0.3,0.7,2.3,9.0,,krejcvi01
233,Vít Krejčí,25,POR,PG,17,0,20.4,2.6,6.6,.402,1.4,4.9,.289,1.2,1.7,.724,.509,0.6,0.9,.733,0.7,2.2,2.9,1.9,0.6,0.3,0.6,1.6,7.4,,krejcvi01
234,Luguentz Dort,26,OKC,SF,56,56,28.1,3.0,8.0,.379,1.9,5.7,.334,1.1,2.3,.489,.498,0.7,0.9,.740,0.9,3.0,3.9,1.3,0.8,0.4,0.8,2.9,8.6,,dortlu01
235,Draymond Green,35,GSW,PF,54,54,27.1,3.1,7.4,.418,1.5,4.6,.331,1.6,2.8,.563,.521,0.8,1.2,.698,0.8,4.8,5.5,5.3,0.8,0.6,2.6,2.9,8.6,,greendr01
236,Ron Holland,20,DET,SF,62,5,20.5,3.1,7.2,.434,0.6,2.7,.224,2.5,4.5,.557,.475,1.8,2.1,.820,1.2,3.1,4.3,1.3,1.2,0.3,1.3,2.3,8.6,,hollaro01
237,Jaden Ivey,23,2TM,SG,37,5,18.1,3.1,6.9,.445,1.4,3.6,.373,1.7,3.3,.525,.543,1.0,1.3,.809,0.6,1.8,2.5,1.8,0.6,0.4,1.1,1.4,8.5,,iveyja01
237,Jaden Ivey,23,DET,SG,33,2,16.8,3.0,6.7,.450,1.3,3.4,.372,1.7,3.2,.533,.545,0.9,1.2,.789,0.6,1.6,2.2,1.6,0.5,0.4,1.1,1.3,8.2,,iveyja01
237,Jaden Ivey,23,CHI,SG,4,3,28.8,3.8,9.0,.417,2.0,5.3,.381,1.8,3.8,.467,.528,2.0,2.3,.889,1.3,3.5,4.8,4.0,2.0,0.5,1.5,2.3,11.5,,iveyja01
238,Julian Reese,22,WAS,PF,4,3,31.0,2.8,5.0,.550,0.0,0.0,,2.8,5.0,.550,.550,3.0,4.0,.750,4.3,6.0,10.3,2.0,1.3,0.5,2.3,4.0,8.5,,reeseju01
239,Jonas Valančiūnas,33,DEN,C,55,5,13.5,3.4,5.8,.579,0.1,0.3,.316,3.3,5.5,.596,.589,1.6,2.0,.793,1.5,3.4,4.9,1.2,0.3,0.5,1.1,2.1,8.5,,valanjo01
240,Luke Kennard,29,2TM,SG,62,1,21.1,3.1,5.6,.548,1.6,3.3,.488,1.5,2.3,.632,.690,0.7,0.8,.917,0.4,1.8,2.2,2.0,0.7,0.1,0.7,1.3,8.4,,kennalu01
240,Luke Kennard,29,ATL,SG,46,0,20.5,2.8,5.2,.538,1.6,3.2,.497,1.2,2.0,.604,.692,0.7,0.8,.914,0.4,1.7,2.2,2.1,0.7,0.1,0.7,1.2,7.9,,kennalu01
240,Luke Kennard,29,LAL,SG,16,1,22.8,3.8,6.7,.570,1.6,3.4,.463,2.3,3.3,.679,.687,0.8,0.8,.923,0.3,2.1,2.4,1.9,0.6,0.2,0.9,1.8,9.9,,kennalu01
241,Kentavious Caldwell-Pope,32,MEM,SG,51,14,21.3,2.9,7.2,.410,1.1,3.4,.316,1.9,3.8,.495,.485,1.4,1.6,.913,0.4,2.1,2.5,2.7,0.8,0.2,1.2,1.1,8.4,,caldwke01
242,Simone Fontecchio,30,MIA,SF,60,5,16.9,2.7,6.9,.396,1.7,4.8,.361,1.0,2.1,.476,.522,1.3,1.5,.844,0.8,2.3,3.1,1.5,0.5,0.2,0.8,1.5,8.4,,fontesi01
243,Olivier-Maxence Prosper,23,MEM,PF,42,13,17.3,3.0,5.7,.531,1.0,2.4,.396,2.1,3.3,.630,.615,1.4,1.8,.784,1.1,2.3,3.3,1.0,0.6,0.3,0.9,1.4,8.4,,prospol01
244,Will Riley,19,WAS,SF,57,6,19.0,3.0,6.9,.434,0.9,2.7,.327,2.1,4.2,.504,.499,1.5,2.0,.786,0.8,1.7,2.5,1.6,0.6,0.1,1.1,1.1,8.4,,rileywi01
245,Al Horford,39,GSW,C,43,12,21.7,3.1,7.2,.424,1.7,4.6,.360,1.4,2.7,.535,.539,0.5,0.6,.846,1.0,4.0,5.0,2.6,0.7,1.2,1.0,1.2,8.3,,horfoal01
246,Kadary Richmond,24,WAS,SG,3,0,22.3,3.3,5.3,.625,0.7,1.3,.500,2.7,4.0,.667,.688,1.0,1.0,1.000,0.3,3.0,3.3,2.7,2.7,0.3,0.7,0.7,8.3,,richmka01
247,Nolan Traoré,19,BRK,PG,43,20,22.2,3.1,7.8,.397,1.0,2.9,.336,2.1,4.9,.433,.460,1.1,1.5,.778,0.3,1.3,1.6,3.7,0.7,0.3,2.0,2.1,8.3,,traorno01
248,Jaden Hardy,23,2TM,SG,44,4,14.2,2.8,6.9,.406,1.5,4.1,.367,1.3,2.8,.463,.515,1.1,1.4,.778,0.3,1.2,1.5,0.8,0.3,0.1,1.0,1.3,8.2,,hardyja02
248,Jaden Hardy,23,DAL,SG,34,4,12.6,2.3,5.7,.402,1.4,3.6,.371,0.9,2.1,.457,.521,0.9,1.2,.775,0.3,1.1,1.4,0.9,0.3,0.1,0.8,1.1,6.9,,hardyja02
248,Jaden Hardy,23,WAS,SG,10,0,19.7,4.5,10.9,.413,2.0,5.6,.357,2.5,5.3,.472,.505,1.8,2.3,.783,0.2,1.8,2.0,0.8,0.2,0.2,1.6,2.0,12.8,,hardyja02
249,Dominick Barlow,22,PHI,PF,55,48,24.3,3.2,6.1,.535,0.4,1.3,.274,2.9,4.7,.608,.565,1.3,1.9,.709,1.9,2.7,4.6,1.1,0.9,0.7,0.8,2.0,8.2,,barlodo01
250,Bradley Beal,32,LAC,SG,6,6,20.2,3.0,8.0,.375,1.2,3.2,.368,1.8,4.8,.379,.448,1.0,1.3,.750,0.3,0.5,0.8,1.7,0.5,0.0,1.5,2.3,8.2,,bealbr01
251,Justin Champagnie,24,WAS,SF,58,15,19.3,3.2,6.2,.510,0.7,2.2,.323,2.4,4.0,.615,.568,1.1,1.4,.771,2.2,3.4,5.6,1.1,0.8,0.6,0.7,1.6,8.2,,champju01
252,Moussa Diabaté,24,CHO,C,59,33,25.9,3.2,5.1,.628,0.0,0.0,.500,3.2,5.1,.629,.630,1.7,2.6,.669,3.8,4.9,8.7,1.8,0.7,1.0,0.9,2.4,8.1,,diabamo01
253,Bryce McGowens,23,NOP,SG,42,13,21.0,2.7,5.6,.481,0.9,2.2,.409,1.8,3.4,.528,.561,1.8,2.3,.779,0.3,1.8,2.1,1.5,0.6,0.2,0.4,2.1,8.1,,mcgowbr01
254,Obi Toppin,27,IND,PF,10,3,16.4,2.7,6.8,.397,0.8,3.7,.216,1.9,3.1,.613,.456,1.9,2.2,.864,0.6,3.8,4.4,1.5,0.6,0.0,0.8,1.4,8.1,,toppiob01
255,Ryan Kalkbrenner,24,CHO,C,54,30,22.2,3.4,4.5,.743,0.0,0.1,.000,3.4,4.5,.752,.743,1.2,1.8,.677,2.6,3.3,5.9,0.8,0.5,1.5,0.9,1.6,8.0,,kalkbry01
256,Tristan Vukcevic,22,WAS,C,40,8,12.9,2.8,6.0,.469,0.7,2.5,.296,2.1,3.5,.589,.529,1.6,2.1,.793,0.7,2.3,3.0,1.2,0.4,0.7,1.2,1.5,8.0,,vukcetr01
257,Moritz Wagner,28,ORL,C,25,0,13.0,2.6,5.9,.439,0.8,2.1,.358,1.8,3.8,.484,.503,2.0,2.5,.823,1.0,2.6,3.5,0.8,0.6,0.0,0.6,1.8,8.0,,wagnemo01
258,Jared McCain,21,2TM,SG,52,1,17.3,2.8,6.9,.412,1.4,3.7,.395,1.4,3.3,.432,.517,0.8,0.9,.894,0.3,1.8,2.2,1.4,0.6,0.0,0.9,1.3,7.9,,mccaija01
258,Jared McCain,21,PHI,SG,37,1,16.8,2.4,6.2,.385,1.2,3.2,.378,1.2,3.0,.393,.483,0.6,0.7,.880,0.2,1.9,2.0,1.7,0.6,0.1,0.8,1.2,6.6,,mccaija01
258,Jared McCain,21,OKC,SG,15,0,18.7,3.9,8.5,.461,2.0,4.7,.423,1.9,3.8,.509,.578,1.3,1.5,.909,0.7,1.7,2.5,0.9,0.6,0.0,1.1,1.5,11.2,,mccaija01
259,Buddy Hield,33,2TM,SG,45,3,17.2,2.9,6.7,.432,1.5,4.4,.342,1.4,2.3,.600,.543,0.6,0.8,.794,0.6,1.8,2.4,1.5,0.8,0.2,1.0,1.2,7.9,,hieldbu01
259,Buddy Hield,33,GSW,SG,44,3,17.5,3.0,6.8,.433,1.5,4.4,.344,1.4,2.4,.600,.545,0.6,0.8,.794,0.6,1.9,2.5,1.5,0.8,0.2,1.0,1.3,8.0,,hieldbu01
259,Buddy Hield,33,ATL,SG,1,0,5.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,hieldbu01
260,Daeqwon Plowden,27,SAC,SG,18,2,23.6,2.7,6.9,.392,1.2,4.4,.278,1.5,2.6,.587,.480,1.2,1.3,.917,1.1,2.1,3.2,1.1,0.5,0.2,0.4,1.8,7.9,,plowdda01
261,Kris Dunn,31,LAC,PG,66,60,27.6,3.0,6.0,.489,1.0,2.7,.369,2.0,3.4,.583,.570,0.9,1.1,.781,0.7,2.6,3.3,3.7,1.5,0.1,1.4,2.3,7.8,,dunnkr01
262,Brook Lopez,37,LAC,C,59,24,20.3,2.8,6.8,.418,1.5,4.2,.354,1.4,2.6,.519,.526,0.7,0.8,.851,0.4,2.7,3.1,1.1,0.6,1.0,0.8,1.9,7.8,,lopezbr01
263,Collin Murray-Boyles,20,TOR,PF,47,22,22.3,3.2,5.8,.557,0.4,1.0,.354,2.9,4.7,.601,.589,1.0,1.5,.653,2.4,2.5,5.0,2.0,0.9,0.9,1.1,2.5,7.8,,murraco01
264,Bogdan Bogdanović,33,LAC,SG,18,3,21.6,2.6,7.1,.367,1.4,4.3,.321,1.2,2.8,.440,.465,1.1,1.3,.826,0.3,2.6,2.9,2.7,0.6,0.1,1.3,2.3,7.7,,bogdabo01
265,Gui Santos,23,GSW,PF,55,19,18.4,2.9,5.9,.497,1.1,3.0,.347,1.9,2.8,.658,.587,0.8,1.2,.667,1.1,2.6,3.7,2.0,0.8,0.4,1.2,1.8,7.7,,santogu01
266,Nique Clifford,23,SAC,SG,63,17,23.4,2.9,7.2,.407,0.9,2.8,.315,2.0,4.3,.467,.469,0.8,1.2,.712,0.9,2.6,3.5,2.0,0.9,0.3,1.3,2.0,7.6,,cliffni01
267,Daniss Jenkins,24,DET,PG,57,8,17.3,2.7,6.7,.402,0.8,2.4,.356,1.9,4.4,.427,.465,1.3,1.7,.773,0.5,1.3,1.9,3.1,0.9,0.2,1.3,1.4,7.6,,jenkida01
268,Cameron Payne,31,PHI,PG,12,1,16.6,2.6,6.5,.397,1.5,4.4,.340,1.1,2.1,.520,.513,0.9,1.0,.917,0.2,1.4,1.6,3.0,1.2,0.3,0.4,1.5,7.6,,payneca01
269,Quinten Post,25,GSW,PF,63,33,17.2,2.8,6.5,.434,1.4,4.1,.331,1.5,2.4,.612,.539,0.5,0.7,.805,1.0,3.0,4.1,1.4,0.4,0.5,0.8,1.9,7.6,,postqu01
270,Vince Williams Jr.,25,2TM,PG,40,12,20.5,2.6,7.3,.353,1.4,4.4,.311,1.2,2.9,.417,.447,1.0,1.3,.780,1.0,2.9,3.9,4.2,0.7,0.4,1.8,2.0,7.5,,willivi01
270,Vince Williams Jr.,25,MEM,PG,34,12,21.6,2.7,7.8,.352,1.4,4.7,.308,1.3,3.1,.419,.445,1.1,1.4,.804,1.0,3.0,4.0,4.4,0.8,0.4,1.9,2.1,8.0,,willivi01
270,Vince Williams Jr.,25,UTA,SG,6,0,14.0,1.7,4.7,.357,1.0,3.0,.333,0.7,1.7,.400,.464,0.3,0.7,.500,0.8,2.3,3.2,2.7,0.3,0.3,1.2,1.5,4.7,,willivi01
271,Bruce Brown,29,DEN,SG,67,2,24.9,2.9,6.3,.461,0.6,1.7,.363,2.3,4.6,.497,.510,1.1,1.5,.752,1.1,2.7,3.9,2.1,1.1,0.2,1.1,2.4,7.5,,brownbr01
272,LJ Cryer,24,GSW,PG,8,0,12.8,2.3,5.0,.450,1.8,4.1,.424,0.5,0.9,.571,.625,1.3,1.4,.909,0.4,1.4,1.8,0.6,0.1,0.0,0.3,1.5,7.5,,cryerlj01
273,Nikola Jović,22,MIA,PF,45,1,17.6,2.5,6.8,.370,1.0,3.6,.272,1.5,3.2,.483,.443,1.5,2.2,.683,0.6,2.8,3.4,2.2,0.6,0.4,1.4,1.4,7.5,,jovicni01
274,Terance Mann,29,BRK,SG,56,46,24.6,2.8,6.0,.464,0.9,2.4,.360,1.9,3.5,.535,.537,1.1,1.4,.803,1.1,2.0,3.2,3.2,0.6,0.3,1.1,2.4,7.5,,mannte01
275,Gary Trent Jr.,27,MIL,SG,55,17,21.1,2.6,6.8,.380,1.8,5.0,.353,0.8,1.8,.455,.509,0.6,0.8,.791,0.1,0.9,1.0,1.3,0.5,0.1,0.5,1.3,7.5,,trentga02
276,Grant Williams,27,CHO,PF,23,3,19.5,2.3,5.3,.431,1.5,3.9,.393,0.8,1.5,.529,.573,1.3,1.6,.838,1.3,2.7,4.0,1.9,0.5,0.3,0.9,1.6,7.5,,willigr01
277,Jaylin Williams,23,OKC,PF,52,11,20.5,2.4,5.7,.419,1.5,4.1,.371,0.9,1.6,.541,.552,1.2,1.5,.788,0.5,5.0,5.5,2.6,0.5,0.7,1.2,2.0,7.5,,willija07
278,Nate Williams,26,GSW,SG,6,0,14.5,2.7,5.7,.471,0.8,2.0,.417,1.8,3.7,.500,.544,1.3,1.5,.889,1.7,0.3,2.0,1.0,0.3,0.0,0.8,2.0,7.5,,willije02
279,Jose Alvarado,27,2TM,PG,57,0,20.4,2.6,6.5,.409,1.5,4.4,.341,1.2,2.1,.550,.524,0.5,0.6,.778,0.4,2.2,2.5,3.3,1.0,0.1,1.1,1.9,7.3,,alvarjo01
279,Jose Alvarado,27,NOP,PG,41,0,21.9,2.9,6.8,.418,1.7,4.7,.363,1.1,2.1,.540,.543,0.5,0.6,.833,0.4,2.4,2.8,3.1,0.9,0.1,1.1,2.0,7.9,,alvarjo01
279,Jose Alvarado,27,NYK,PG,16,0,16.5,2.1,5.6,.382,0.9,3.5,.268,1.2,2.1,.576,.466,0.5,0.8,.667,0.3,1.6,1.9,3.6,1.1,0.1,0.9,1.8,5.7,,alvarjo01
280,Bones Hyland,25,MIN,PG,58,3,14.8,2.6,5.6,.462,1.4,3.5,.390,1.2,2.1,.582,.584,0.7,0.9,.741,0.4,1.3,1.6,2.5,0.5,0.2,0.8,1.7,7.3,,hylanbo01
281,Walter Clayton,22,2TM,PG,56,2,19.4,2.4,6.2,.384,0.9,3.2,.287,1.4,2.9,.491,.460,1.5,1.6,.912,0.3,1.7,2.0,3.8,0.7,0.3,1.5,1.8,7.2,,claytwa01
281,Walter Clayton,22,UTA,PG,45,0,18.0,2.3,5.7,.398,1.0,3.2,.308,1.3,2.5,.513,.484,1.3,1.4,.935,0.3,1.6,2.0,3.2,0.5,0.3,1.3,1.7,6.8,,claytwa01
281,Walter Clayton,22,MEM,PG,11,2,25.3,2.8,8.2,.344,0.7,3.5,.211,2.1,4.7,.442,.389,2.3,2.6,.862,0.0,2.0,2.0,6.5,1.3,0.2,2.5,1.9,8.6,,claytwa01
282,Luka Garza,27,BOS,C,56,4,15.7,2.6,4.6,.562,0.7,1.7,.421,1.9,2.9,.644,.640,1.3,1.7,.766,2.2,1.6,3.9,0.9,0.4,0.4,0.6,2.3,7.2,,garzalu01
283,Caris LeVert,31,DET,SG,46,0,19.4,2.6,6.4,.410,1.0,3.1,.319,1.7,3.3,.494,.486,0.9,1.4,.683,0.3,1.4,1.7,2.6,0.9,0.6,1.4,1.6,7.2,,leverca01
284,Sharife Cooper,24,WAS,PG,24,0,15.0,2.6,5.3,.496,0.6,1.6,.359,2.0,3.7,.557,.551,1.2,1.5,.778,0.4,1.5,1.9,2.3,0.3,0.1,1.4,1.5,7.0,,coopesh01
285,Jaxson Hayes,25,LAL,C,54,8,17.7,2.9,3.8,.752,0.0,0.0,1.000,2.8,3.8,.750,.757,1.2,1.8,.670,1.5,2.5,4.0,0.9,0.4,0.6,0.5,1.9,7.0,,hayesja02
286,Lawson Lovering,22,MEM,C,2,1,24.5,3.0,5.0,.600,0.0,0.0,,3.0,5.0,.600,.600,1.0,2.5,.400,3.0,4.5,7.5,1.5,1.5,0.5,1.0,3.5,7.0,,loverla01
287,Kobe Sanders,23,LAC,SG,55,16,20.7,2.6,5.6,.456,1.1,2.8,.401,1.5,2.9,.510,.555,0.8,1.0,.811,0.5,2.0,2.5,1.6,0.6,0.1,1.3,2.1,7.0,,sandeko01
288,Julian Strawther,23,DEN,SG,44,12,15.3,2.5,5.4,.464,0.9,2.6,.348,1.6,2.8,.573,.548,1.1,1.4,.800,0.2,1.8,2.0,1.0,0.5,0.1,0.6,1.3,7.0,,strawju01
289,Javonte Green,32,DET,SG,66,5,18.2,2.3,5.2,.439,1.1,3.0,.365,1.2,2.2,.538,.544,1.3,1.6,.819,0.8,2.0,2.8,0.7,1.3,0.3,0.6,1.4,6.9,,greenja02
290,Will Richard,23,GSW,SG,56,17,19.7,2.5,5.3,.470,1.1,3.2,.339,1.4,2.1,.669,.572,0.8,0.9,.843,1.0,1.6,2.6,1.4,1.2,0.1,0.8,1.9,6.9,,richawi02
291,Ben Sheppard,24,IND,SG,56,19,21.6,2.5,6.0,.418,1.3,3.7,.348,1.2,2.3,.531,.525,0.6,0.8,.756,0.6,2.4,3.1,1.8,0.6,0.1,0.7,1.8,6.9,,sheppbe01
292,Patrick Williams,24,CHI,PF,57,4,19.5,2.5,6.4,.381,1.3,3.6,.369,1.1,2.8,.398,.485,0.6,0.9,.712,0.7,2.2,2.9,1.4,0.6,0.4,1.0,1.3,6.9,,willipa01
293,Robert Williams,28,POR,C,46,1,16.8,3.1,4.2,.731,0.2,0.4,.350,2.9,3.8,.775,.749,0.6,0.9,.643,2.2,4.5,6.7,1.1,0.7,1.5,0.8,1.2,6.9,,williro04
294,Taylor Hendricks,22,2TM,PF,48,10,17.9,2.5,5.4,.469,1.0,2.7,.362,1.5,2.7,.578,.560,0.8,1.2,.638,1.1,2.5,3.6,1.0,0.6,0.4,0.8,1.6,6.8,,hendrta01
294,Taylor Hendricks,22,UTA,PF,33,6,14.9,1.8,3.9,.453,0.7,2.1,.343,1.0,1.8,.586,.547,0.7,1.0,.719,0.9,2.1,3.0,0.7,0.4,0.2,0.6,1.2,4.9,,hendrta01
294,Taylor Hendricks,22,MEM,PF,15,4,24.3,4.2,8.7,.485,1.5,4.0,.383,2.7,4.7,.571,.573,0.9,1.7,.538,1.7,3.3,5.1,1.5,1.1,0.9,1.3,2.4,10.9,,hendrta01
295,Devin Carter,23,SAC,PG,27,2,14.3,2.4,6.1,.396,0.4,2.3,.194,2.0,3.8,.520,.433,1.5,1.9,.804,0.8,1.8,2.6,2.1,0.8,0.2,1.1,1.1,6.8,,cartede02
296,Seth Curry,35,GSW,SG,4,0,12.8,2.5,4.3,.588,1.0,1.8,.571,1.5,2.5,.600,.706,0.8,0.8,1.000,0.8,0.8,1.5,1.8,0.5,0.0,0.0,0.8,6.8,,curryse01
297,Kevin Love,37,UTA,PF,36,5,16.6,2.2,5.4,.404,1.4,3.8,.380,0.7,1.6,.464,.539,1.0,1.2,.833,1.5,4.4,5.9,1.8,0.4,0.3,0.8,1.4,6.8,,loveke01
298,Jamal Shead,23,TOR,PG,66,7,22.0,2.3,6.3,.368,1.1,3.3,.326,1.2,3.0,.415,.454,1.1,1.4,.763,0.3,1.6,1.9,5.1,1.0,0.2,1.4,2.0,6.8,,sheadja01
299,Kyle Anderson,32,3TM,SF,29,3,19.5,2.7,4.7,.562,0.1,0.2,.667,2.5,4.5,.557,.577,1.3,1.9,.685,0.8,2.5,3.3,2.6,1.0,0.6,0.9,2.5,6.7,,anderky01
299,Kyle Anderson,32,UTA,SF,20,0,20.1,2.9,5.5,.523,0.2,0.3,.600,2.7,5.2,.519,.537,1.3,1.9,.658,1.0,2.4,3.3,3.1,1.2,0.5,0.9,2.3,7.1,,anderky01
299,Kyle Anderson,32,MEM,SF,4,3,22.3,3.8,4.8,.789,0.3,0.3,1.000,3.5,4.5,.778,.816,1.5,2.0,.750,0.8,2.8,3.5,0.8,1.5,1.0,1.8,3.0,9.3,,anderky01
299,Kyle Anderson,32,MIN,SF,5,0,15.2,1.0,1.8,.556,0.0,0.0,,1.0,1.8,.556,.556,1.2,1.6,.750,0.2,3.0,3.2,2.4,0.2,0.4,0.6,3.0,3.2,,anderky01
300,Tyrese Martin,26,2TM,SG,43,6,17.8,2.5,6.4,.393,1.2,3.8,.323,1.3,2.6,.495,.489,0.4,0.7,.679,0.8,1.8,2.6,1.8,0.6,0.1,0.9,0.8,6.7,,martity01
300,Tyrese Martin,26,BRK,SG,37,6,18.8,2.7,6.9,.392,1.4,4.1,.336,1.3,2.8,.476,.492,0.5,0.7,.731,0.9,2.0,2.9,1.9,0.6,0.1,0.9,0.8,7.3,,martity01
300,Tyrese Martin,26,PHI,SG,6,0,11.7,1.3,3.3,.400,0.3,2.0,.167,1.0,1.3,.750,.450,0.0,0.3,.000,0.3,0.8,1.2,1.5,0.5,0.3,1.2,0.5,3.0,,martity01
301,Cole Anthony,25,MIL,PG,35,0,15.1,2.8,6.6,.424,0.6,2.1,.306,2.2,4.5,.478,.472,0.5,0.7,.615,0.5,2.0,2.5,3.5,0.6,0.3,1.9,2.1,6.7,,anthoco01
