Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
212,Kentavious Caldwell-Pope,32,MEM,SG,51,14,1088,11.0,.533,.475,.219,2.0,10.5,6.2,17.5,1.9,0.7,13.2,17.6,0.3,0.8,1.0,.045,-2.3,-0.2,-2.4,-0.1,,caldwke01
213,Sam Merrill,29,CLE,SG,42,30,1086,13.7,.663,.794,.132,2.6,7.4,5.0,12.1,1.1,0.4,8.2,16.9,2.3,0.7,3.0,.134,1.4,-1.0,0.4,0.7,,merrisa01
214,Quinten Post,25,GSW,PF,63,33,1084,12.9,.555,.631,.100,6.4,19.7,12.9,11.7,1.2,2.5,10.6,18.8,0.6,1.2,1.8,.081,-1.1,-0.1,-1.2,0.2,,postqu01
215,Jusuf Nurkić,31,UTA,C,41,36,1083,16.6,.548,.198,.316,10.5,32.6,21.4,25.8,2.3,2.0,19.9,19.4,0.5,1.1,1.6,.071,-0.4,1.5,1.1,0.9,,nurkiju01
216,Will Riley,19,WAS,SF,57,6,1082,11.7,.543,.396,.284,4.5,9.8,7.1,11.8,1.6,0.5,12.1,19.4,0.2,0.0,0.3,.013,-2.1,-2.4,-4.5,-0.7,,rileywi01
217,Danny Wolf,21,BRK,PF,52,10,1078,12.7,.523,.485,.249,5.6,22.3,13.6,17.2,1.3,2.5,12.7,20.4,0.1,0.8,0.9,.040,-1.9,-0.4,-2.3,-0.1,,wolfda01
218,Jaylin Williams,23,OKC,PF,52,11,1066,13.6,.588,.715,.268,3.0,25.2,14.5,16.4,1.2,3.2,15.3,16.0,0.9,2.3,3.2,.145,-0.3,2.5,2.2,1.1,,willija07
219,Ja'Kobe Walter,21,TOR,SG,56,11,1063,10.5,.565,.645,.212,4.3,9.7,6.9,7.5,2.5,0.8,8.3,14.1,0.8,1.3,2.1,.096,-2.5,1.1,-1.4,0.2,,walteja01
220,Ziaire Williams,24,BRK,SF,46,5,1056,11.9,.580,.655,.295,2.7,10.0,6.2,6.7,2.6,1.7,10.6,17.8,0.5,0.8,1.2,.057,-2.0,0.0,-2.0,0.0,,willizi02
221,Collin Murray-Boyles,20,TOR,PF,47,22,1046,15.2,.605,.177,.266,12.0,13.0,12.5,12.2,2.1,3.8,14.4,14.5,1.5,1.5,3.0,.139,-0.8,1.4,0.7,0.7,,murraco01
222,Baylor Scheierman,25,BOS,SG,61,17,1040,11.3,.613,.723,.077,4.2,16.8,10.6,9.8,1.6,0.5,12.3,11.6,1.3,1.3,2.7,.122,-1.2,1.4,0.2,0.6,,scheiba01
223,Daniel Gafford,27,DAL,C,48,38,1040,18.0,.676,.000,.451,11.9,21.3,16.7,6.8,1.7,4.9,15.8,15.3,1.8,1.6,3.4,.159,-1.1,1.5,0.4,0.6,,gaffoda01
224,Jordan Clarkson,33,NYK,SG,58,1,1036,11.1,.546,.462,.183,4.9,5.7,5.3,10.2,1.1,0.9,10.8,21.7,0.5,0.9,1.3,.061,-2.0,-1.6,-3.7,-0.4,,clarkjo01
225,Yves Missi,21,NOP,C,55,8,1036,15.2,.553,.004,.331,15.8,16.1,15.9,7.9,0.9,7.1,13.0,12.7,1.3,0.8,2.2,.101,-1.4,-0.6,-2.0,0.0,,missiyv01
226,Joel Embiid,31,PHI,C,33,33,1029,24.9,.606,.220,.470,7.1,20.0,13.4,22.5,1.0,3.2,11.9,33.8,2.4,1.0,3.4,.160,5.0,-0.4,4.6,1.7,,embiijo01
227,Kris Murray,25,POR,SF,43,15,1026,9.2,.524,.430,.210,7.6,9.5,8.6,6.3,2.0,1.6,13.0,10.6,0.5,0.9,1.3,.062,-2.7,0.6,-2.1,0.0,,murrakr01
228,Craig Porter Jr.,25,CLE,PG,58,2,1024,13.7,.516,.355,.154,8.1,12.6,10.3,23.0,2.6,2.9,17.8,12.4,1.1,1.4,2.5,.117,0.0,2.2,2.2,1.1,,portecr01
229,Jalen Smith,25,CHI,C,49,17,1019,16.9,.599,.543,.231,9.9,25.3,17.7,8.7,1.1,3.3,9.9,19.2,1.4,1.1,2.5,.119,0.4,-0.9,-0.5,0.4,,smithja04
230,Giannis Antetokounmpo,31,MIL,PF,35,35,1016,32.4,.661,.078,.597,10.3,26.8,18.7,37.3,1.6,2.4,13.5,36.6,3.7,1.2,5.0,.234,7.6,1.9,9.4,2.9,AS,antetgi01
231,Simone Fontecchio,30,MIA,SF,60,5,1012,13.2,.560,.699,.218,4.9,14.1,9.5,11.5,1.5,0.8,9.1,19.9,0.9,1.2,2.2,.103,0.2,0.0,0.2,0.6,,fontesi01
232,Gui Santos,23,GSW,PF,55,19,1011,14.0,.601,.519,.205,6.3,15.7,10.9,15.7,2.2,1.8,15.8,17.4,0.9,1.2,2.1,.099,-0.9,0.8,-0.1,0.5,,santogu01
233,Caleb Love,24,POR,SG,45,1,999,11.0,.500,.598,.101,2.7,9.8,6.2,18.5,1.3,0.4,10.7,23.0,0.0,0.6,0.5,.026,-1.2,-1.7,-2.9,-0.2,,loveca01
234,Jordan Walsh,21,BOS,PF,58,20,998,13.6,.636,.443,.217,8.6,17.3,13.0,5.7,2.1,2.4,11.7,11.9,1.6,1.5,3.2,.153,-1.3,1.4,0.1,0.5,,walshjo01
235,Landry Shamet,28,NYK,SG,43,11,995,12.0,.617,.730,.225,2.0,6.9,4.4,8.8,1.1,0.8,6.7,15.9,1.6,0.9,2.5,.120,0.2,0.2,0.3,0.6,,shamela01
236,Christian Braun,24,DEN,SG,31,31,987,11.5,.576,.372,.295,5.9,11.6,8.9,12.1,1.0,0.9,11.0,14.4,1.2,0.5,1.7,.082,-0.8,-0.9,-1.7,0.1,,braunch01
237,Daniss Jenkins,24,DET,PG,57,8,986,12.3,.506,.352,.253,3.5,8.5,6.0,23.9,2.5,1.0,15.1,21.0,0.1,1.4,1.6,.077,-1.9,0.5,-1.4,0.1,,jenkida01
238,Marvin Bagley III,26,2TM,PF,49,10,985,19.8,.647,.085,.375,13.5,19.2,16.4,10.8,1.1,3.3,12.1,18.6,2.3,0.6,2.9,.141,1.4,-1.1,0.3,0.6,,baglema01
238,Marvin Bagley III,26,WAS,PF,38,8,731,20.6,.667,.077,.394,13.9,17.5,15.7,11.7,1.3,3.3,13.2,19.0,1.9,0.3,2.2,.145,1.9,-1.1,0.8,0.5,,baglema01
238,Marvin Bagley III,26,DAL,PF,11,2,254,17.5,.588,.106,.318,12.4,24.0,18.3,8.2,0.6,3.3,8.5,17.5,0.4,0.3,0.7,.133,-0.2,-1.1,-1.2,0.0,,baglema01
239,Miles McBride,25,NYK,SG,35,14,981,13.5,.592,.671,.119,2.5,7.8,5.1,13.6,1.5,0.6,6.8,17.7,1.7,1.0,2.6,.130,1.2,0.1,1.3,0.8,,mcbrimi01
240,Jarred Vanderbilt,26,LAL,PF,55,3,978,11.0,.543,.417,.228,9.1,20.7,15.1,8.9,2.3,1.7,17.8,12.3,0.3,1.2,1.5,.075,-2.5,0.7,-1.9,0.0,,vandeja01
241,Drake Powell,20,BRK,SG,50,12,976,7.8,.548,.525,.247,1.8,8.5,5.0,11.4,1.3,0.8,15.0,14.9,-0.1,0.3,0.2,.008,-4.2,-1.4,-5.6,-0.9,,poweldr01
242,Mouhamed Gueye,23,ATL,PF,63,5,973,12.2,.539,.421,.247,8.6,16.9,12.7,7.2,2.5,2.9,9.9,13.0,0.7,1.4,2.1,.103,-2.8,1.0,-1.8,0.0,,gueyemo02
243,Coby White,25,2TM,SG,36,26,973,14.3,.577,.517,.385,0.9,12.6,6.8,24.9,1.1,0.3,15.6,27.7,0.4,0.5,0.9,.044,-1.0,-2.2,-3.2,-0.3,,whiteco01
243,Coby White,25,CHI,SG,29,26,843,14.4,.586,.529,.392,0.9,12.6,6.8,24.1,1.1,0.2,16.0,27.4,0.3,0.4,0.7,.041,-1.0,-2.3,-3.3,-0.3,,whiteco01
243,Coby White,25,CHO,SG,7,0,130,14.2,.522,.449,.348,0.9,12.8,6.9,30.1,1.1,0.7,13.1,29.7,0.1,0.1,0.2,.066,-1.2,-1.5,-2.8,0.0,,whiteco01
244,Adem Bona,22,PHI,C,56,8,964,12.4,.634,.030,.497,11.1,16.3,13.6,3.3,1.1,6.5,17.1,10.8,1.1,1.1,2.1,.106,-3.3,0.3,-3.0,-0.3,,bonaad01
245,Mitchell Robinson,27,NYK,C,49,15,957,20.2,.654,.000,.534,24.7,25.3,25.0,6.3,2.1,5.6,14.2,10.3,2.7,1.9,4.6,.230,1.8,1.2,2.9,1.2,,robinmi01
246,Nolan Traoré,19,BRK,PG,43,20,955,7.9,.492,.373,.188,1.5,7.1,4.2,25.6,1.5,1.4,19.5,20.6,-1.2,0.3,-0.9,-0.043,-4.5,-2.2,-6.7,-1.2,,traorno01
247,Jaxson Hayes,25,LAL,C,54,8,954,17.7,.758,.010,.471,10.4,15.9,13.2,7.4,1.1,3.2,9.1,12.5,3.0,0.8,3.8,.191,0.5,0.1,0.6,0.6,,hayesja02
248,Jordan Miller,26,LAC,SF,45,0,954,15.5,.621,.288,.463,4.8,11.1,8.1,14.4,1.7,0.8,12.5,18.2,1.6,0.7,2.3,.116,0.3,-0.5,-0.1,0.4,,millejo02
249,Hugo González,19,BOS,SF,61,3,953,10.5,.555,.466,.118,6.6,18.1,12.4,5.1,2.0,2.1,12.8,12.1,0.5,1.5,1.9,.097,-3.1,1.5,-1.6,0.1,,gonzahu01
250,Andre Drummond,32,PHI,C,49,24,953,16.4,.548,.260,.291,18.1,30.2,24.0,7.0,1.5,3.7,14.2,15.0,1.2,1.4,2.6,.130,-0.6,-0.6,-1.2,0.2,,drumman01
251,Gradey Dick,22,TOR,SG,63,1,949,10.7,.543,.508,.242,4.4,11.4,7.9,5.9,2.1,0.6,9.1,18.0,0.2,1.1,1.4,.069,-3.1,-0.3,-3.4,-0.3,,dickgr01
252,Al Horford,39,GSW,C,43,12,933,14.9,.554,.633,.084,5.1,20.4,12.6,16.9,1.6,4.9,11.3,16.5,0.8,1.3,2.1,.110,0.3,1.4,1.8,0.9,,horfoal01
253,GG Jackson II,21,MEM,PF,45,18,926,15.1,.587,.383,.276,4.6,17.8,11.1,10.6,1.4,3.5,13.3,22.2,0.3,0.9,1.2,.063,-0.7,-0.8,-1.4,0.1,,jacksgg01
254,Derrick Jones Jr.,28,LAC,SF,34,29,920,14.9,.629,.428,.273,5.0,8.2,6.7,7.0,1.9,3.9,8.2,15.9,1.5,0.8,2.3,.120,0.4,0.2,0.6,0.6,,jonesde02
255,Darius Garland,26,2TM,PG,31,29,919,16.2,.574,.452,.202,1.7,7.3,4.5,34.2,1.4,0.3,15.4,26.4,1.1,0.6,1.7,.090,1.3,-2.5,-1.2,0.2,,garlada01
255,Darius Garland,26,CLE,PG,26,26,792,15.6,.567,.435,.210,1.7,7.1,4.4,33.4,1.3,0.4,15.1,25.7,0.9,0.5,1.5,.089,0.9,-2.4,-1.5,0.1,,garlada01
255,Darius Garland,26,LAC,PG,5,3,127,19.5,.611,.544,.162,1.9,8.9,5.5,39.4,2.0,0.0,17.1,30.7,0.2,0.1,0.3,.102,3.9,-2.9,0.9,0.1,,garlada01
256,Tyus Jones,29,3TM,PG,60,10,915,8.2,.441,.630,.045,1.2,6.5,3.9,21.0,1.9,0.3,9.7,10.5,0.2,0.8,1.0,.052,-3.0,0.6,-2.4,-0.1,,jonesty01
256,Tyus Jones,29,ORL,PG,48,8,754,8.5,.448,.646,.038,1.3,6.5,3.9,19.8,2.1,0.4,8.0,9.8,0.3,0.7,1.0,.066,-2.7,1.1,-1.6,0.1,,jonesty01
256,Tyus Jones,29,DAL,PG,8,2,133,8.8,.444,.559,.059,0.8,6.2,3.6,29.5,1.1,0.0,12.5,12.6,0.0,0.1,0.1,.034,-3.0,-1.3,-4.3,-0.1,,jonesty01
256,Tyus Jones,29,DEN,PG,4,0,28,-3.1,.296,.625,.125,0.0,7.7,4.0,13.2,0.0,0.0,26.2,17.8,-0.1,0.0,-0.1,-0.229,-9.0,-5.7,-14.6,-0.1,,jonesty01
257,Isaiah Hartenstein,27,OKC,C,36,35,914,19.6,.645,.024,.376,14.1,24.8,19.7,19.4,1.9,3.0,19.2,16.8,2.0,2.1,4.1,.217,1.0,2.8,3.8,1.3,,harteis01
258,Corey Kispert,26,2TM,SF,45,9,902,12.9,.610,.597,.238,2.3,10.7,6.5,12.0,0.7,0.7,9.5,18.0,1.1,0.3,1.4,.076,0.0,-2.0,-2.0,0.0,,kispeco01
258,Corey Kispert,26,WAS,SF,19,2,370,14.1,.649,.639,.286,1.7,11.1,6.3,12.3,1.0,0.7,9.5,16.7,0.7,0.0,0.7,.084,1.0,-2.1,-1.0,0.1,,kispeco01
258,Corey Kispert,26,ATL,SF,26,7,532,12.1,.585,.572,.209,2.8,10.5,6.6,11.9,0.5,0.7,9.5,19.0,0.5,0.3,0.8,.071,-0.7,-1.9,-2.6,-0.1,,kispeco01
259,Jared McCain,21,2TM,SG,52,1,900,11.2,.544,.529,.131,2.1,11.7,6.8,11.9,1.7,0.2,10.8,20.2,0.1,0.9,0.9,.051,-1.8,-0.7,-2.5,-0.1,,mccaija01
259,Jared McCain,21,PHI,SG,37,1,620,9.5,.506,.515,.108,1.0,12.6,6.7,14.1,1.7,0.3,11.0,18.6,-0.2,0.5,0.3,.022,-2.9,-0.9,-3.8,-0.3,,mccaija01
259,Jared McCain,21,OKC,SG,15,0,280,14.9,.610,.555,.172,4.4,9.7,7.2,6.9,1.6,0.0,10.4,23.8,0.3,0.4,0.7,.113,0.6,-0.4,0.3,0.2,,mccaija01
260,Caris LeVert,31,DET,SG,46,0,892,10.2,.511,.478,.214,1.8,8.1,5.0,17.7,2.2,3.2,16.5,17.9,-0.3,1.3,1.0,.056,-2.4,1.4,-1.0,0.2,,leverca01
261,Franz Wagner,24,ORL,SF,28,26,891,19.6,.591,.269,.407,5.1,15.0,10.0,18.3,1.6,0.9,8.7,26.3,1.7,1.0,2.8,.148,2.9,0.1,2.9,1.1,,wagnefr01
262,Jericho Sims,27,MIL,C,50,9,883,11.9,.828,.000,.273,10.8,20.6,15.7,8.5,0.6,1.5,28.0,8.6,1.5,0.6,2.0,.111,-2.5,-0.6,-3.2,-0.3,,simsje01
263,Bryce McGowens,23,NOP,SG,42,13,880,11.8,.610,.392,.401,1.5,9.4,5.4,9.5,1.5,1.0,5.7,14.0,1.4,0.3,1.8,.095,-2.0,-1.0,-2.9,-0.2,,mcgowbr01
264,Luka Garza,27,BOS,C,56,4,879,18.9,.671,.368,.364,15.8,11.3,13.5,8.3,1.2,2.8,10.5,16.5,2.9,1.0,3.9,.215,1.6,0.1,1.8,0.8,,garzalu01
265,Pat Spencer,29,GSW,PG,50,12,861,12.3,.515,.377,.141,4.6,9.8,7.2,28.3,2.1,0.3,16.0,18.4,0.4,0.8,1.2,.068,-1.8,-0.1,-1.8,0.0,,spencpa01
266,Bones Hyland,25,MIN,PG,58,3,858,15.1,.602,.627,.165,2.8,9.3,6.1,24.1,1.7,1.2,12.3,19.7,1.5,0.8,2.4,.133,1.0,0.1,1.1,0.7,,hylanbo01
267,Taylor Hendricks,22,2TM,PF,48,10,857,11.9,.575,.504,.225,6.9,15.4,11.1,7.4,1.6,2.3,12.1,15.6,0.5,0.5,0.9,.053,-1.4,-1.4,-2.8,-0.2,,hendrta01
267,Taylor Hendricks,22,UTA,PF,33,6,492,10.3,.574,.547,.250,6.3,15.8,11.0,6.5,1.3,1.6,12.3,13.6,0.3,0.1,0.4,.036,-1.7,-1.8,-3.5,-0.2,,hendrta01
267,Taylor Hendricks,22,MEM,PF,15,4,365,14.0,.576,.462,.200,7.6,14.9,11.3,8.7,2.1,3.3,11.8,18.2,0.2,0.4,0.6,.076,-0.9,-1.0,-1.9,0.0,,hendrta01
268,Caleb Martin,30,DAL,SF,57,12,849,9.4,.521,.299,.316,3.6,13.9,8.8,12.5,2.2,1.5,15.5,12.5,-0.1,1.0,0.9,.053,-4.1,1.8,-2.2,-0.1,,martica02
269,Cam Thomas,24,2TM,SG,39,8,839,13.0,.533,.369,.362,1.5,8.0,4.6,21.0,0.4,0.3,11.4,30.2,-0.2,0.0,-0.2,-0.010,-0.8,-4.0,-4.8,-0.6,,thomaca02
269,Cam Thomas,24,BRK,SG,24,8,582,12.4,.527,.380,.351,1.7,7.1,4.3,22.3,0.3,0.3,11.9,30.2,-0.2,0.0,-0.2,-0.018,-0.8,-4.3,-5.1,-0.4,,thomaca02
269,Cam Thomas,24,MIL,SG,15,0,257,14.6,.545,.343,.388,0.9,9.9,5.5,18.1,0.6,0.4,10.3,30.1,0.0,0.1,0.0,.009,-0.8,-3.3,-4.1,-0.1,,thomaca02
270,Rayan Rupert,21,2TM,SG,57,2,839,7.6,.496,.465,.149,4.4,13.3,8.8,6.8,2.4,0.7,12.9,13.6,-0.3,0.8,0.6,.032,-5.0,0.2,-4.8,-0.6,,ruperra01
270,Rayan Rupert,21,POR,SG,48,0,577,5.8,.447,.483,.095,4.2,12.0,8.0,7.8,2.4,0.3,15.5,12.7,-0.5,0.5,0.1,.005,-5.8,0.6,-5.2,-0.5,,ruperra01
270,Rayan Rupert,21,MEM,SG,9,2,262,11.7,.579,.432,.247,4.9,16.2,10.5,4.7,2.4,1.4,8.2,15.5,0.2,0.3,0.5,.090,-3.3,-0.8,-4.1,-0.1,,ruperra01
271,Gary Payton II,33,GSW,SG,59,1,835,16.3,.593,.348,.079,9.9,16.1,13.0,17.1,2.6,1.9,14.5,18.5,1.0,1.1,2.1,.120,-0.4,1.1,0.6,0.5,,paytoga02
272,Mike Conley,38,MIN,PG,46,9,831,8.9,.494,.757,.260,2.0,8.5,5.3,19.1,1.5,1.3,12.0,11.4,0.7,0.7,1.4,.081,-2.6,0.7,-1.9,0.0,,conlemi01
273,Ryan Nembhard,22,DAL,PG,46,18,831,10.6,.505,.362,.069,1.0,9.5,5.3,36.4,0.9,0.1,18.8,17.7,0.0,0.5,0.5,.028,-2.4,-1.9,-4.2,-0.5,,nembhry01
274,Nae'Qwan Tomlin,25,CLE,PF,52,2,825,12.9,.533,.362,.204,9.1,10.7,9.9,7.0,2.2,3.3,7.1,15.8,0.8,1.0,1.8,.107,-2.4,0.5,-1.9,0.0,,tomlina01
275,Paul George,35,PHI,PF,27,27,824,15.6,.556,.489,.215,1.8,17.1,9.3,18.1,2.4,1.5,10.2,22.1,0.7,0.9,1.6,.095,0.5,0.3,0.9,0.6,,georgpa01
276,Vince Williams Jr.,25,2TM,PG,40,12,820,10.8,.478,.606,.171,5.1,15.4,10.2,27.3,1.7,1.8,18.2,19.4,-0.3,0.7,0.3,.020,-1.5,0.5,-1.0,0.2,,willivi01
276,Vince Williams Jr.,25,MEM,PG,34,12,736,10.9,.478,.602,.174,5.0,15.1,10.0,27.5,1.7,1.8,18.1,19.6,-0.3,0.7,0.4,.023,-1.5,0.6,-0.8,0.2,,willivi01
276,Vince Williams Jr.,25,UTA,SG,6,0,84,9.9,.470,.643,.143,6.4,18.5,12.3,25.5,1.1,2.4,19.0,18.1,0.0,0.0,0.0,-0.010,-1.8,-0.4,-2.2,0.0,,willivi01
277,Alex Caruso,31,OKC,SG,44,0,817,13.1,.535,.601,.161,3.5,12.0,7.9,14.3,3.6,1.8,12.8,16.2,0.2,1.8,2.0,.117,-1.3,3.3,2.1,0.8,,carusal01
278,Ochai Agbaji,25,2TM,SG,53,13,816,8.9,.530,.422,.139,5.4,11.2,8.2,7.0,1.3,2.0,10.2,13.9,0.1,0.8,0.9,.052,-3.6,-0.3,-3.9,-0.4,,agbajoc01
278,Ochai Agbaji,25,TOR,SG,42,13,650,7.5,.495,.382,.171,5.6,10.9,8.2,6.1,1.3,1.6,9.4,13.3,0.0,0.7,0.6,.047,-4.8,-0.1,-4.9,-0.5,,agbajoc01
278,Ochai Agbaji,25,BRK,SG,11,0,166,14.2,.650,.547,.038,4.7,12.5,8.4,10.8,1.2,3.3,12.9,16.2,0.2,0.1,0.2,.072,1.1,-1.1,0.0,0.1,,agbajoc01
279,T.J. McConnell,33,IND,PG,48,1,812,20.0,.558,.107,.056,2.4,11.9,7.0,48.6,2.9,0.8,12.4,23.9,1.2,0.8,1.9,.115,1.6,0.6,2.2,0.9,,mccontj01
280,De'Anthony Melton,27,GSW,PG,36,12,812,14.3,.526,.463,.239,3.4,11.4,7.3,16.2,3.4,1.7,11.9,26.3,-0.3,1.1,0.8,.049,-2.5,0.4,-2.1,0.0,,meltode01
281,Jordan Poole,26,NOP,PG,33,6,808,12.0,.538,.647,.262,1.1,8.2,4.6,18.1,1.2,1.4,12.2,25.0,0.1,0.2,0.4,.021,-0.5,-2.4,-2.9,-0.2,,poolejo01
282,Keegan Murray,25,SAC,PF,23,22,793,11.7,.499,.373,.163,4.5,14.3,9.3,6.8,1.5,4.1,7.7,18.7,-0.2,0.4,0.2,.011,-2.1,-1.0,-3.1,-0.2,,murrake02
283,Nikola Jović,22,MIA,PF,45,1,791,9.8,.485,.531,.331,3.2,16.5,9.8,16.6,1.5,1.9,15.7,21.2,-0.8,1.1,0.3,.016,-3.3,0.2,-3.0,-0.2,,jovicni01
284,Jakob Poeltl,30,TOR,C,31,29,788,16.7,.698,.000,.328,11.2,21.4,16.2,11.2,1.5,2.7,16.6,14.1,1.5,1.2,2.7,.165,-0.5,1.4,0.8,0.6,,poeltja01
285,Robert Williams,28,POR,C,46,1,775,23.0,.747,.104,.218,13.8,29.6,21.6,9.5,1.9,8.2,15.6,13.1,2.0,1.5,3.5,.215,2.6,2.7,5.2,1.4,,williro04
286,Buddy Hield,33,2TM,SG,45,3,773,12.4,.560,.651,.113,3.6,11.8,7.6,12.5,2.3,1.1,12.0,19.6,0.2,0.8,1.0,.061,-1.2,0.0,-1.2,0.2,,hieldbu01
286,Buddy Hield,33,GSW,SG,44,3,768,12.6,.562,.650,.113,3.6,11.9,7.7,12.6,2.3,1.1,11.8,19.6,0.2,0.8,1.0,.064,-1.1,0.0,-1.0,0.2,,hieldbu01
286,Buddy Hield,33,ATL,SG,1,0,5,-16.5,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,16.7,0.0,0.0,0.0,-0.467,-17.5,-8.7,-26.2,0.0,,hieldbu01
287,Tyrese Martin,26,2TM,SG,43,6,766,10.4,.501,.596,.102,4.9,12.5,8.5,15.7,1.6,0.7,12.2,18.6,-0.3,0.4,0.1,.007,-1.8,-1.5,-3.3,-0.2,,martity01
287,Tyrese Martin,26,BRK,SG,37,6,696,10.9,.507,.596,.102,5.1,12.9,8.9,15.5,1.6,0.5,11.0,18.8,-0.1,0.3,0.2,.015,-1.4,-1.6,-3.0,-0.2,,martity01
287,Tyrese Martin,26,PHI,SG,6,0,70,5.9,.431,.600,.100,3.1,8.1,5.5,17.5,2.1,2.7,25.1,16.8,-0.2,0.1,-0.1,-0.075,-5.5,-0.4,-5.9,-0.1,,martity01
288,Karlo Matković,24,NOP,PF,54,2,760,17.2,.727,.378,.181,8.4,18.6,13.5,8.7,1.3,6.1,12.5,12.7,1.7,0.7,2.4,.155,0.7,0.6,1.3,0.6,,matkoka01
289,Isaiah Jackson,24,2TM,C,47,14,760,16.4,.627,.005,.467,13.9,22.2,17.9,7.8,2.0,4.5,16.8,16.0,1.0,1.0,2.0,.127,-2.5,0.6,-2.0,0.0,,jacksis01
289,Isaiah Jackson,24,IND,C,38,14,638,15.3,.615,.006,.448,14.1,22.0,17.9,7.1,1.9,3.9,17.9,15.9,0.7,0.8,1.5,.110,-3.1,0.3,-2.8,-0.1,,jacksis01
289,Isaiah Jackson,24,LAC,C,9,0,122,22.0,.689,.000,.563,12.8,23.2,18.2,11.5,2.0,7.8,11.1,16.3,0.3,0.2,0.6,.218,0.3,1.9,2.2,0.1,,jacksis01
290,Jalen Williams,24,OKC,SG,26,26,755,18.8,.555,.175,.279,2.5,14.3,8.7,28.7,2.1,1.2,10.9,26.4,0.9,1.4,2.3,.147,1.0,1.1,2.0,0.8,,willija06
291,Clint Capela,31,HOU,C,60,1,747,17.9,.532,.000,.310,19.5,21.3,20.4,6.8,1.9,6.3,12.7,13.7,1.0,1.4,2.4,.154,-0.4,0.7,0.3,0.4,,capelca01
292,John Konchar,29,2TM,SG,43,5,747,11.5,.529,.581,.171,5.6,15.7,10.6,11.1,3.7,3.1,15.5,8.2,0.4,0.9,1.3,.085,-2.4,3.1,0.8,0.5,,konchjo01
292,John Konchar,29,MEM,SG,30,1,435,12.9,.619,.549,.183,4.9,18.0,11.4,11.8,3.4,2.8,15.4,8.6,0.4,0.6,1.1,.119,-1.2,3.6,2.4,0.5,,konchjo01
292,John Konchar,29,UTA,SG,13,4,312,9.5,.387,.630,.152,6.5,12.4,9.4,10.2,4.2,3.5,15.5,7.7,-0.1,0.3,0.2,.038,-4.0,2.5,-1.5,0.0,,konchjo01
293,Guerschon Yabusele,30,2TM,C,56,12,747,10.6,.534,.626,.187,6.1,19.5,12.8,8.7,1.2,1.4,11.4,15.9,0.2,0.8,1.0,.064,-1.9,-0.4,-2.3,-0.1,,yabusgu01
293,Guerschon Yabusele,30,NYK,C,41,0,366,8.6,.499,.636,.112,7.2,19.1,13.1,6.4,0.8,1.4,11.8,14.8,0.0,0.4,0.4,.056,-3.2,-0.6,-3.7,-0.2,,yabusgu01
293,Guerschon Yabusele,30,CHI,C,15,12,381,12.6,.564,.618,.252,5.1,19.8,12.6,10.9,1.5,1.4,11.1,17.0,0.2,0.3,0.6,.072,-0.7,-0.2,-0.9,0.1,,yabusgu01
294,Jonas Valančiūnas,33,DEN,C,55,5,745,21.2,.630,.059,.346,13.2,27.3,20.5,14.2,0.9,3.7,14.4,25.2,1.5,0.9,2.4,.156,0.1,-0.4,-0.3,0.3,,valanjo01
295,Jaylen Clark,24,MIN,SG,58,0,737,10.1,.530,.421,.328,7.2,7.9,7.6,5.6,2.5,1.0,8.3,13.1,0.5,0.8,1.3,.085,-3.4,0.7,-2.7,-0.1,,clarkja02
296,Goga Bitadze,26,ORL,C,48,2,731,20.7,.707,.066,.401,14.6,21.2,17.9,11.1,2.0,6.2,11.3,12.9,2.2,1.3,3.5,.231,1.1,2.4,3.4,1.0,,bitadgo01
297,Steven Adams,32,HOU,C,32,11,730,15.9,.535,.000,.583,22.3,19.6,20.9,8.4,1.5,2.5,16.7,12.1,1.1,1.0,2.1,.139,-0.2,-0.4,-0.6,0.3,,adamsst01
298,Jalen Pickett,26,DEN,SG,43,18,728,10.5,.541,.554,.064,2.9,13.1,8.2,18.5,0.9,0.5,12.1,14.3,0.6,0.4,0.9,.062,-1.0,-1.1,-2.1,0.0,,pickeja02
299,Lonzo Ball,28,CLE,PG,35,3,728,9.5,.432,.835,.119,3.9,17.2,10.5,22.7,3.0,1.2,21.9,13.7,-0.4,1.1,0.7,.046,-2.9,1.8,-1.1,0.2,,balllo01
300,Olivier-Maxence Prosper,23,MEM,PF,42,13,725,15.4,.648,.423,.310,6.7,14.3,10.4,8.2,1.7,1.4,12.0,17.6,1.1,0.6,1.7,.113,0.2,-1.2,-1.0,0.2,,prospol01
301,Kasparas Jakučionis,19,MIA,PG,40,11,715,11.3,.608,.650,.230,4.7,11.2,7.9,17.2,1.7,0.5,17.6,13.8,0.8,0.8,1.6,.110,-1.5,1.1,-0.3,0.3,,jakucka01
302,Josh Green,25,CHO,SG,43,0,714,10.7,.659,.743,.176,5.9,7.6,6.8,7.9,1.9,0.6,14.5,11.0,1.0,0.6,1.6,.108,-1.1,0.8,-0.3,0.3,,greenjo02
